Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category
APPLE	US	MAG0355	PBL MEDIA PTY LTD.	MOTOR Magazine Australia	1.3.5	1F	4	0	04/17/2014	04/17/2014	NZD	NZ	NZD	639976688	0	 	 	 	 	Lifestyle
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	50	0	04/17/2014	04/17/2014	CNY	CN	CNY	622413964	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.cos.1312.1	 	Cosmopolitan 1312	 	IA1	1	3.81	04/17/2014	04/17/2014	AUD	AU	AUD	643554642	5.99	 	MAG0958	 	 	Lifestyle
APPLE	US	SKU_Bauer_TopGear	PBL MEDIA PTY LTD.	TopGear Australia Magazine	1.0.9	7T	1	0	04/17/2014	04/17/2014	EUR	NL	EUR	725842093	0	 	 	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.1month	 	GT Paid Subscription_200_30	 	IAY	1	0	04/17/2014	04/17/2014	AUD	AU	AUD	471832348	0	 	ACPGT001	New	1 Month	Food & Drink
APPLE	US	au.com.acpmagazines.awwrecipes.slowcooker	 	Slow Cooker	 	IA1	4	3.18	04/17/2014	04/17/2014	AUD	AU	AUD	394336008	4.99	 	ACP_AWW_Recipes	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	11	0	04/17/2014	04/17/2014	USD	EG	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	com.magshop.hmg.1405.1	 	Real Living 2014-05	 	IA1	1	4.54	04/17/2014	04/17/2014	NZD	NZ	NZD	802734345	6.49	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.gme.1401.1	 	Good Health 1401	 	IA1	1	3.81	04/17/2014	04/17/2014	AUD	AU	AUD	738129884	5.99	 	MAG0253	 	 	Health & Fitness
APPLE	US	MAG0410.1	PBL MEDIA PTY LTD.	Real Living Australia	1.3.8	1F	5	0	04/17/2014	04/17/2014	CNY	CN	CNY	823384894	0	 	 	 	 	Lifestyle
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	7F	1	0	04/17/2014	04/17/2014	ZAR	ZA	ZAR	574676839	0	 	 	 	 	Food & Drink
APPLE	US	SKU_Bauer_Indulge	PBL MEDIA PTY LTD.	Indulge 享受	1.0.4	1T	1	0	04/17/2014	04/17/2014	CNY	CN	CNY	749474890	0	 	 	 	 	Travel
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	1T	3	0	04/17/2014	04/17/2014	CAD	CA	CAD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	MAG0031	PBL MEDIA PTY LTD.	Australasian Dirt Bike Magazine	1.3.5	1F	1	0	04/17/2014	04/17/2014	JPY	JP	JPY	639973451	0	 	 	 	 	Sports
APPLE	US	com.magshop.ns.gme.months.12.1	 	Good Health Subscription_600_365	 	IAY	1	0	04/17/2014	04/17/2014	AUD	AU	AUD	575094513	0	 	MAG0253	New	1 Year	Health & Fitness
APPLE	US	MAG0132	PBL MEDIA PTY LTD.	Cleo Magazine Australia	1.3.8	1F	1	0	04/17/2014	04/17/2014	SEK	SE	SEK	813461450	0	 	 	 	 	Lifestyle
APPLE	US	MAG2068	PBL MEDIA PTY LTD.	Women's Fitness Magazine Australia	1.3.5	1F	1	0	04/17/2014	04/17/2014	ILS	IL	ILS	639975696	0	 	 	 	 	Health & Fitness
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	1	0	04/17/2014	04/17/2014	JPY	JP	JPY	823254501	0	 	 	 	 	Lifestyle
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	7T	1	0	04/17/2014	04/17/2014	USD	KR	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.11	7T	2	0	04/17/2014	04/17/2014	EUR	IE	EUR	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	1	0	04/17/2014	04/17/2014	EUR	ES	EUR	817999055	0	 	 	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.aww.subscriptions.6months	 	AWW Paid Subscription_500_180	 	IAY	1	7.3	04/17/2014	04/17/2014	GBP	GB	GBP	471821269	11.99	 	ACP003	Renewal	6 Months	Entertainment
APPLE	US	MAG0067	PBL MEDIA PTY LTD.	Australian Motorcycle News	1.3.5	1F	1	0	04/17/2014	04/17/2014	USD	PE	USD	598117425	0	 	 	 	 	Sports
APPLE	US	MAG0352	PBL MEDIA PTY LTD.	Money Magazine Australia	1.3.5	1F	1	0	04/17/2014	04/17/2014	USD	US	USD	574683215	0	 	 	 	 	Finance
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.11	1T	1	0	04/17/2014	04/17/2014	ZAR	ZA	ZAR	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	com.magshop.ns.zoo.1340.1	 	ZOO Weekly 1340	 	IA1	1	2.1	04/17/2014	04/17/2014	USD	US	USD	664941154	2.99	 	MAG0553	 	 	Entertainment
APPLE	US	com.magshop.ns.gme.1405.1	 	Good Health 1405	 	IA1	5	3.81	04/17/2014	04/17/2014	AUD	AU	AUD	775562518	5.99	 	MAG0253	 	 	Health & Fitness
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.11	7T	62	0	04/17/2014	04/17/2014	NZD	NZ	NZD	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	com.magshop.ns.cos.1405.1	 	Cosmopolitan 1405	 	IA1	1	2.8	04/17/2014	04/17/2014	USD	CL	USD	643555161	3.99	 	MAG0958	 	 	Lifestyle
APPLE	US	com.magshop.ns.okm.months.2.1	 	OK! Magazine Australia Subscription_300_60	 	IAY	1	0	04/17/2014	04/17/2014	AUD	AU	AUD	642291085	0	 	MAG0372.2	New	2 Months	Entertainment
APPLE	US	au.com.bauermedia.wwmag.2014.05.issue	 	WW Mag 2014.05 - May issue	 	IA1	24	3.18	04/17/2014	04/17/2014	AUD	AU	AUD	648323945	4.99	 	SKU_Bauer_WeightWatchers	 	 	Health & Fitness
APPLE	US	MAG0067	PBL MEDIA PTY LTD.	Australian Motorcycle News	1.3.5	1F	1	0	04/17/2014	04/17/2014	USD	PH	USD	598117425	0	 	 	 	 	Sports
APPLE	US	com.magshop.ns.emp.1408	 	August 2014	 	IA1	1	4.13	04/17/2014	04/17/2014	AUD	AU	AUD	852173951	6.49	 	MAG0204.1	 	 	Entertainment
APPLE	US	au.com.acpmagazines.aww.subscriptions.1month	 	AWW Paid Subscription_200_30	 	IAY	1	27300	04/17/2014	04/17/2014	IDR	ID	IDR	471819015	39000	 	ACP003	Renewal	1 Month	Entertainment
APPLE	US	com.magshop.ns.zoo.months.6.1	 	ZOO Subscription_500_180	 	IAY	1	28.63	04/17/2014	04/17/2014	AUD	AU	AUD	626545693	44.99	 	MAG0553	Renewal	6 Months	Entertainment
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	1	0	04/17/2014	04/17/2014	CAD	CA	CAD	823254501	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.cbr.months.12.2	 	Cosmopolitan Bride Australia Subscription_600_365	 	IAY	1	19.08	04/17/2014	04/17/2014	AUD	AU	AUD	826160138	29.99	 	MAG1755.1	Renewal	1 Year	Lifestyle
APPLE	US	MAG0204.1	PBL MEDIA PTY LTD.	Empire Australasia	1.3.8	1F	1	0	04/17/2014	04/17/2014	AED	AE	AED	823231884	0	 	 	 	 	Entertainment
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	1F	6	0	04/17/2014	04/17/2014	EUR	IT	EUR	639967384	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.new.1415.1	 	NW 1415	 	IA1	1	2.09	04/17/2014	04/17/2014	NZD	NZ	NZD	738227003	2.99	 	MAG0369	 	 	Entertainment
APPLE	US	au.com.acpmagazines.awwrecipes.15minutemeals	 	15 Minute Meals	 	IA1	9	6.36	04/17/2014	04/17/2014	AUD	AU	AUD	737551588	9.99	 	ACP_AWW_Recipes	 	 	Food & Drink
APPLE	US	SKU_Bauer_Wheels	PBL MEDIA PTY LTD.	WHEELS AUSTRALIA MAGAZINE	1.0.10	7T	52	0	04/17/2014	04/17/2014	NZD	NZ	NZD	617924139	0	 	 	 	 	Lifestyle
APPLE	US	MAG0410.1	PBL MEDIA PTY LTD.	Real Living Australia	1.3.8	1F	1	0	04/17/2014	04/17/2014	TWD	TW	TWD	823384894	0	 	 	 	 	Lifestyle
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	1T	1	0	04/17/2014	04/17/2014	USD	TH	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	48	0	04/17/2014	04/17/2014	EUR	ES	EUR	393065903	0	 	 	 	 	Food & Drink
APPLE	US	com.magshop.new.1415.1	 	NW 1415	 	IA1	1	2.41	04/17/2014	04/17/2014	AUD	AU	AUD	737567955	3.79	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.wdw.1413.1	 	Woman's Day 1413	 	IA1	2	1.9	04/17/2014	04/17/2014	AUD	AU	AUD	797236380	2.99	 	MAG0536	 	 	Entertainment
APPLE	US	SKU_Bauer_Wheels	PBL MEDIA PTY LTD.	WHEELS AUSTRALIA MAGAZINE	1.0.10	7T	668	0	04/17/2014	04/17/2014	AUD	AU	AUD	617924139	0	 	 	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.2months	 	GT Paid Subscription_300_60	 	IAY	9	5.72	04/17/2014	04/17/2014	AUD	AU	AUD	471832469	8.99	 	ACPGT001	Renewal	2 Months	Food & Drink
APPLE	US	com.magshop.ns.shp.months.1.1	 	Shop Til You Drop Subscription_200_30	 	IAY	3	3.18	04/17/2014	04/17/2014	AUD	AU	AUD	575093867	4.99	 	MAG0430	Renewal	1 Month	Lifestyle
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	1T	1	0	04/17/2014	04/17/2014	EUR	FR	EUR	735558949	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	7T	17	0	04/17/2014	04/17/2014	NZD	NZ	NZD	694551705	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.clo.months.1.1	 	Cleo Magazine Australia Subscription_200_30	 	IAY	1	0	04/17/2014	04/17/2014	NZD	NZ	NZD	821343039	0	 	MAG0132	New	1 Month	Lifestyle
APPLE	US	com.magshop.ns.fit.1405.1	 	Women's Fitness 1405	 	IA1	10	3.18	04/17/2014	04/17/2014	AUD	AU	AUD	645785712	4.99	 	MAG2068	 	 	Health & Fitness
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.11	7T	1	0	04/17/2014	04/17/2014	EUR	AT	EUR	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	com.magshop.ns.okm.months.1.2	 	OK! Magazine Australia Subscription_200_30	 	IAY	1	6.99	04/17/2014	04/17/2014	NZD	NZ	NZD	642291083	9.99	 	MAG0372.2	Renewal	1 Month	Entertainment
APPLE	US	com.magshop.ns.nas.1405.1	 	North & South 1405	 	IA1	1	4.54	04/17/2014	04/17/2014	NZD	NZ	NZD	820756520	6.49	 	MAG567	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.aww.subscriptions.1year	 	AWW Paid Subscription_600_365	 	IAY	1	0	04/17/2014	04/17/2014	AUD	AU	AUD	471822135	0	 	ACP003	New	1 Year	Entertainment
APPLE	US	com.magshop.bel.1402.1	 	Belle 2014-02	 	IA1	1	5.72	04/17/2014	04/17/2014	AUD	AU	AUD	681642030	8.99	 	MAG0001	 	 	Lifestyle
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	1F	3	0	04/17/2014	04/17/2014	CAD	CA	CAD	639967384	0	 	 	 	 	Lifestyle
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	9	0	04/17/2014	04/17/2014	EUR	BE	EUR	393065903	0	 	 	 	 	Food & Drink
APPLE	US	au.com.acpmagazines.awwrecipes.15minutemeals	 	15 Minute Meals	 	IA1	1	188.3	04/17/2014	04/17/2014	RUB	RU	RUB	737551588	269	 	ACP_AWW_Recipes	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	22	0	04/17/2014	04/17/2014	USD	TH	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP003	PBL MEDIA PTY LTD.	The Australian Women's Weekly	1.10.0	1T	1	0	04/17/2014	04/17/2014	USD	MY	USD	384025506	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.rcp.months.12.1	 	recipes+ Subscription_600_365	 	IAY	1	11.2	04/17/2014	04/17/2014	USD	US	USD	575093861	15.99	 	MAG1273	Renewal	1 Year	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	7T	2	0	04/17/2014	04/17/2014	NZD	NZ	NZD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.6months	 	GT Paid Subscription_500_180	 	IAY	1	18.19	04/17/2014	04/17/2014	SGD	SG	SGD	471832471	25.98	 	ACPGT001	Renewal	6 Months	Food & Drink
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.11	7T	22	0	04/17/2014	04/17/2014	EUR	DE	EUR	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	MAG0132	PBL MEDIA PTY LTD.	Cleo Magazine Australia	1.3.8	1F	1	0	04/17/2014	04/17/2014	NOK	NO	NOK	813461450	0	 	 	 	 	Lifestyle
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	7F	1	0	04/17/2014	04/17/2014	HKD	HK	HKD	574676839	0	 	 	 	 	Food & Drink
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	7F	1	0	04/17/2014	04/17/2014	IDR	ID	IDR	574676839	0	 	 	 	 	Food & Drink
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	7T	1	0	04/17/2014	04/17/2014	USD	PG	USD	661038898	0	 	 	 	 	Education
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	5	0	04/17/2014	04/17/2014	INR	IN	INR	622413964	0	 	 	 	 	Entertainment
APPLE	US	MAG2068	PBL MEDIA PTY LTD.	Women's Fitness Magazine Australia	1.3.5	7F	2	0	04/17/2014	04/17/2014	AUD	AU	AUD	639975696	0	 	 	 	 	Health & Fitness
APPLE	US	SKU_Bauer_Wheels	PBL MEDIA PTY LTD.	WHEELS AUSTRALIA MAGAZINE	1.0.10	7T	1	0	04/17/2014	04/17/2014	AED	AE	AED	617924139	0	 	 	 	 	Lifestyle
APPLE	US	com.mogeneration.acp.wheels.subscriptions.free	 	Free sub	 	IAC	1	0	04/17/2014	04/17/2014	AUD	AU	AUD	534038442	0	 	ACP013	 	 	Lifestyle
APPLE	US	com.magshop.ns.rlw.1416.1	 	Rugby League Week 1416	 	IA1	30	3.18	04/17/2014	04/17/2014	AUD	AU	AUD	738227518	4.99	 	MAG0421	 	 	Sports
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	1T	1	0	04/17/2014	04/17/2014	SGD	SG	SGD	735558949	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	7T	1	0	04/17/2014	04/17/2014	USD	DO	USD	735558949	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.amw.months.12.1	 	Australian Motorcycle News Subscription_600_365	 	IAY	1	57.27	04/17/2014	04/17/2014	AUD	AU	AUD	601969731	89.99	 	MAG0067	Renewal	1 Year	Sports
APPLE	US	MAG0001	PBL MEDIA PTY LTD.	Magshop	2.4.1	7F	21	0	04/17/2014	04/17/2014	AUD	AU	AUD	378036778	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.gme.months.1.1	 	Good Health Subscription_200_30	 	IAY	1	2.1	04/17/2014	04/17/2014	USD	US	USD	575094511	2.99	 	MAG0253	Renewal	1 Month	Health & Fitness
APPLE	US	com.magshop.ns.cos.1402.1	 	Cosmopolitan 1402	 	IA1	1	3.49	04/17/2014	04/17/2014	SGD	SG	SGD	643555152	4.98	 	MAG0958	 	 	Lifestyle
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	7T	2	0	04/17/2014	04/17/2014	USD	MY	USD	735558949	0	 	 	 	 	Lifestyle
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	1	0	04/17/2014	04/17/2014	DKK	DK	DKK	622413964	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.fbf.1405.1	 	4x4 1405	 	IA1	3	4.77	04/17/2014	04/17/2014	AUD	AU	AUD	645797336	7.49	 	MAG0004	 	 	Lifestyle
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	4	0	04/17/2014	04/17/2014	RUB	RU	RUB	823254501	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	1T	1	0	04/17/2014	04/17/2014	USD	MY	USD	661038898	0	 	 	 	 	Education
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	7T	3	0	04/17/2014	04/17/2014	CAD	CA	CAD	735558949	0	 	 	 	 	Lifestyle
APPLE	US	MAG0410.1	PBL MEDIA PTY LTD.	Real Living Australia	1.3.8	1F	1	0	04/17/2014	04/17/2014	EUR	PT	EUR	823384894	0	 	 	 	 	Lifestyle
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	7F	1	0	04/17/2014	04/17/2014	GBP	GB	GBP	639967384	0	 	 	 	 	Lifestyle
APPLE	US	MAG2181	PBL MEDIA PTY LTD.	World of Knowledge Magazine Australia	1.3.6	1F	3	0	04/17/2014	04/17/2014	AUD	AU	AUD	707996622	0	 	 	 	 	Education
APPLE	US	com.magshop.ns.wdw.months.2.1	 	Woman's Day Subscription_300_60	 	IAY	7	11.45	04/17/2014	04/17/2014	AUD	AU	AUD	547528606	17.99	 	MAG0536	Renewal	2 Months	Entertainment
APPLE	US	BeautyBites_001	PBL MEDIA PTY LTD.	Beauty Bites	1.2.2	7	1	0	04/17/2014	04/17/2014	AUD	AU	AUD	684585688	0	 	 	 	 	Lifestyle
APPLE	US	au.com.bauermedia.topgear.subs.6mth	 	TopGear  Subscriptions_500_180	 	IAY	1	0	04/17/2014	04/17/2014	AUD	AU	AUD	725842341	0	 	SKU_Bauer_TopGear	New	6 Months	Lifestyle
APPLE	US	com.magshop.ns.amw.1408.1	 	AMCN 1408	 	IA1	16	3.81	04/17/2014	04/17/2014	AUD	AU	AUD	738190908	5.99	 	MAG0067	 	 	Sports
APPLE	US	com.magshop.ns.gme.months.1.1	 	Good Health Subscription_200_30	 	IAY	2	2.54	04/17/2014	04/17/2014	AUD	AU	AUD	575094511	3.99	 	MAG0253	Renewal	1 Month	Health & Fitness
APPLE	US	ACP011	PBL MEDIA PTY LTD.	Harper’s BAZAAR Australia Runway Report	1.6.1	1T	19	0	04/17/2014	04/17/2014	AUD	AU	AUD	448250232	0	 	 	 	 	Entertainment
APPLE	US	MAG2068	PBL MEDIA PTY LTD.	Women's Fitness Magazine Australia	1.3.5	1F	1	0	04/17/2014	04/17/2014	NZD	NZ	NZD	639975696	0	 	 	 	 	Health & Fitness
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	7T	11	0	04/17/2014	04/17/2014	NZD	NZ	NZD	661038898	0	 	 	 	 	Education
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.11	7T	10	0	04/17/2014	04/17/2014	EUR	FR	EUR	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	MAG0067	PBL MEDIA PTY LTD.	Australian Motorcycle News	1.3.5	1F	1	0	04/17/2014	04/17/2014	USD	TH	USD	598117425	0	 	 	 	 	Sports
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	1	0	04/17/2014	04/17/2014	USD	EG	USD	817999055	0	 	 	 	 	Lifestyle
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	6	0	04/17/2014	04/17/2014	EUR	FI	EUR	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	22	0	04/17/2014	04/17/2014	CHF	CH	CHF	393065903	0	 	 	 	 	Food & Drink
APPLE	US	MAG0430	PBL MEDIA PTY LTD.	Shop Til You Drop	1.3.5	1F	7	0	04/17/2014	04/17/2014	USD	US	USD	574686823	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.fit.months.1.1	 	Women's Fitness Magazine Australia Subscription_200_30	 	IAY	3	0	04/17/2014	04/17/2014	AUD	AU	AUD	642290332	0	 	MAG2068	New	1 Month	Health & Fitness
APPLE	US	SKU_Bauer_Wheels	PBL MEDIA PTY LTD.	WHEELS AUSTRALIA MAGAZINE	1.0.10	7T	1	0	04/17/2014	04/17/2014	INR	IN	INR	617924139	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.amw.1408.1	 	AMCN 1408	 	IA1	1	19.6	04/17/2014	04/17/2014	CNY	CN	CNY	738190908	28	 	MAG0067	 	 	Sports
APPLE	US	au.com.bauermedia.ellemag.2014.03.issue	 	Elle 2014.03 - Mar issue	 	IA1	1	4.13	04/17/2014	04/17/2014	AUD	AU	AUD	804309995	6.49	 	SKU_Bauer_ElleMag	 	 	Lifestyle
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	7T	2	0	04/17/2014	04/17/2014	EUR	AT	EUR	661038898	0	 	 	 	 	Education
APPLE	US	com.magshop.ns.zoo.1417.1	 	ZOO Weekly 1417	 	IA1	1	1.4	04/17/2014	04/17/2014	CAD	CA	CAD	738259661	1.99	 	MAG0553	 	 	Entertainment
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	96	0	04/17/2014	04/17/2014	HKD	HK	HKD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	au.com.acpmagazines.aww.subscriptions.2months	 	AWW Paid Subscription_300_60	 	IAY	1	0	04/17/2014	04/17/2014	NZD	NZ	NZD	471821181	0	 	ACP003	New	2 Months	Entertainment
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	7T	1	0	04/17/2014	04/17/2014	AED	AE	AED	694551705	0	 	 	 	 	Lifestyle
APPLE	US	MAG0536	PBL MEDIA PTY LTD.	Woman's Day	1.3.5	1F	1	0	04/17/2014	04/17/2014	USD	US	USD	547520978	0	 	 	 	 	Entertainment
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	7T	1	0	04/17/2014	04/17/2014	SGD	SG	SGD	661038898	0	 	 	 	 	Education
APPLE	US	MAG0253	PBL MEDIA PTY LTD.	Good Health Magazine	1.3.5	1F	3	0	04/17/2014	04/17/2014	USD	US	USD	574688852	0	 	 	 	 	Health & Fitness
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	7	0	04/17/2014	04/17/2014	USD	KW	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	2	0	04/17/2014	04/17/2014	USD	PA	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.2months	 	GT Paid Subscription_300_60	 	IAY	1	4.9	04/17/2014	04/17/2014	USD	US	USD	471832469	6.99	 	ACPGT001	Renewal	2 Months	Food & Drink
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	1	0	04/17/2014	04/17/2014	HKD	HK	HKD	823254501	0	 	 	 	 	Lifestyle
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	1	0	04/17/2014	04/17/2014	SGD	SG	SGD	823254501	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.new.1416.1	 	NW 1416	 	IA1	68	1.9	04/17/2014	04/17/2014	AUD	AU	AUD	738227008	2.99	 	MAG0369	 	 	Entertainment
APPLE	US	MAG0067	PBL MEDIA PTY LTD.	Australian Motorcycle News	1.3.5	1F	2	0	04/17/2014	04/17/2014	IDR	ID	IDR	598117425	0	 	 	 	 	Sports
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	1	0	04/17/2014	04/17/2014	TRY	TR	TRY	374405599	0	 	 	 	 	Food & Drink
APPLE	US	com.magshop.ns.shp.1310.1	 	Shop Til you Drop 1310	 	IA1	1	0	04/17/2014	04/17/2014	AUD	AU	AUD	605603731	0	FREE	MAG0430	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.2months	 	GT Paid Subscription_300_60	 	IAY	1	6.29	04/17/2014	04/17/2014	NZD	NZ	NZD	471832469	8.99	 	ACPGT001	Renewal	2 Months	Food & Drink
APPLE	US	SKU_Bauer_Wheels	PBL MEDIA PTY LTD.	WHEELS AUSTRALIA MAGAZINE	1.0.10	1T	1	0	04/17/2014	04/17/2014	CNY	CN	CNY	617924139	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_TopGear	PBL MEDIA PTY LTD.	TopGear Australia Magazine	1.0.9	7T	15	0	04/17/2014	04/17/2014	NZD	NZ	NZD	725842093	0	 	 	 	 	Lifestyle
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	54	0	04/17/2014	04/17/2014	AUD	AU	AUD	374405599	0	 	 	 	 	Food & Drink
