Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	1T	4	0	04/22/2014	04/22/2014	AUD	AU	AUD	661038898	0	 	 	 	 	Education
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	7T	1	0	04/22/2014	04/22/2014	JPY	JP	JPY	661038898	0	 	 	 	 	Education
APPLE	US	com.magshop.ns.hmg.1405.3	 	HMG May 2014	 	IA1	2	3.81	04/22/2014	04/22/2014	AUD	AU	AUD	847128906	5.99	 	MAG0410.1	 	 	Lifestyle
APPLE	US	MAG562	PBL MEDIA PTY LTD.	Metro Magazine NZ	1.3.6	1F	1	0	04/22/2014	04/22/2014	NZD	NZ	NZD	707972675	0	 	 	 	 	Lifestyle
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	1T	2	0	04/22/2014	04/22/2014	TWD	TW	TWD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	1	0	04/22/2014	04/22/2014	EUR	MT	EUR	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	1	0	04/22/2014	04/22/2014	EUR	NL	EUR	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	3	0	04/22/2014	04/22/2014	USD	TH	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	1	0	04/22/2014	04/22/2014	USD	KW	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	1T	2	0	04/22/2014	04/22/2014	NZD	NZ	NZD	694551705	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	1T	1	0	04/22/2014	04/22/2014	JPY	JP	JPY	694551705	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.wdw.months.1.1	 	Woman's Day Subscription_200_30	 	IAY	16	6.36	04/22/2014	04/22/2014	AUD	AU	AUD	547528605	9.99	 	MAG0536	Renewal	1 Month	Entertainment
APPLE	US	MAG0355	PBL MEDIA PTY LTD.	MOTOR Magazine Australia	1.3.5	7F	2	0	04/22/2014	04/22/2014	AUD	AU	AUD	639976688	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.cos.months.1.1	 	Cosmopolitan Australia Subscription_200_30	 	IAY	1	0	04/22/2014	04/22/2014	NZD	NZ	NZD	642292678	0	 	MAG0958	New	1 Month	Lifestyle
APPLE	US	au.com.bauermedia.wwmag.subscriptions.6mth	 	Weight Watchers Subscriptions_500_180	 	IAY	3	12.72	04/22/2014	04/22/2014	AUD	AU	AUD	646627179	19.99	 	SKU_Bauer_WeightWatchers	Renewal	6 Months	Health & Fitness
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	7F	4	0	04/22/2014	04/22/2014	AUD	AU	AUD	622413964	0	 	 	 	 	Entertainment
APPLE	US	MAG0256	PBL MEDIA PTY LTD.	Gourmet Traveller WINE Magazine	1.3.5	1F	6	0	04/22/2014	04/22/2014	AUD	AU	AUD	639981929	0	 	 	 	 	Lifestyle
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	5	0	04/22/2014	04/22/2014	USD	MY	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	2	0	04/22/2014	04/22/2014	EUR	NL	EUR	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	2	0	04/22/2014	04/22/2014	USD	KH	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	5	0	04/22/2014	04/22/2014	IDR	ID	IDR	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	7	0	04/22/2014	04/22/2014	USD	TH	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	7T	1	0	04/22/2014	04/22/2014	CNY	CN	CNY	374405599	0	 	 	 	 	Food & Drink
APPLE	US	au.com.acpmagazines.gourmettraveller.2014.march	 	GT March 2014	 	IA1	2	4.13	04/22/2014	04/22/2014	AUD	AU	AUD	670868558	6.49	 	ACPGT001	 	 	Food & Drink
APPLE	US	MAG0004	PBL MEDIA PTY LTD.	4x4 Magazine Australia	1.3.5	1F	1	0	04/22/2014	04/22/2014	USD	BR	USD	639975024	0	 	 	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.aww.subscriptions.1month	 	AWW Paid Subscription_200_30	 	IAY	1	0	04/22/2014	04/22/2014	AUD	AU	AUD	471819015	0	 	ACP003	New	1 Month	Entertainment
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.1month	 	GT Paid Subscription_200_30	 	IAY	1	1.52	04/22/2014	04/22/2014	GBP	GB	GBP	471832348	2.49	 	ACPGT001	Renewal	1 Month	Food & Drink
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.1month	 	GT Paid Subscription_200_30	 	IAY	1	0	04/22/2014	04/22/2014	ZAR	ZA	ZAR	471832348	0	 	ACPGT001	New	1 Month	Food & Drink
APPLE	US	com.magshop.ns.wow.1404.1	 	World of Knowledge 1404	 	IA1	1	3.18	04/22/2014	04/22/2014	AUD	AU	AUD	815890568	4.99	 	MAG2181	 	 	Education
APPLE	US	au.com.acp.smarter.subscription.free	 	Smarter Free Subscription	 	IAC	1	0	04/22/2014	04/22/2014	AUD	AU	AUD	567645291	0	 	REDDOSMARTER01	 	 	Business
APPLE	US	com.magshop.ns.fbf.1403.1	 	4x4 1403	 	IA1	1	4.77	04/22/2014	04/22/2014	AUD	AU	AUD	645797124	7.49	 	MAG0004	 	 	Lifestyle
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	5	0	04/22/2014	04/22/2014	TRY	TR	TRY	622413964	0	 	 	 	 	Entertainment
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	1	0	04/22/2014	04/22/2014	ILS	IL	ILS	622413964	0	 	 	 	 	Entertainment
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	2	0	04/22/2014	04/22/2014	EUR	SK	EUR	622413964	0	 	 	 	 	Entertainment
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	1T	1	0	04/22/2014	04/22/2014	EUR	NL	EUR	661038898	0	 	 	 	 	Education
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	2	0	04/22/2014	04/22/2014	CAD	CA	CAD	823254501	0	 	 	 	 	Lifestyle
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	10	0	04/22/2014	04/22/2014	USD	US	USD	823254501	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.aaa.1415.1	 	Auto Action 1415	 	IA1	1	3.18	04/22/2014	04/22/2014	AUD	AU	AUD	644113313	4.99	 	MAG0043	 	 	Sports
APPLE	US	com.magshop.fit.1405.1	 	Women's Fitness 2014-05	 	IA1	-1	3.18	04/22/2014	04/22/2014	AUD	AU	AUD	820770160	-4.99	 	MAG0001	 	 	Lifestyle
APPLE	US	MAG0958	PBL MEDIA PTY LTD.	Cosmopolitan Australia	1.4.0	1F	1	0	04/22/2014	04/22/2014	USD	YE	USD	639978764	0	 	 	 	 	Lifestyle
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	2	0	04/22/2014	04/22/2014	TWD	TW	TWD	823254501	0	 	 	 	 	Lifestyle
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	1	0	04/22/2014	04/22/2014	EUR	DE	EUR	823254501	0	 	 	 	 	Lifestyle
APPLE	US	au.com.bauermedia.wheels.subscriptions.1mth	 	Wheels Subscriptions_200_30	 	IAY	1	3.49	04/22/2014	04/22/2014	NZD	NZ	NZD	624343156	4.99	 	SKU_Bauer_Wheels	Renewal	1 Month	Lifestyle
APPLE	US	MAG0053	PBL MEDIA PTY LTD.	Australian Geographic Outdoor Magazine	1.3.5	1F	5	0	04/22/2014	04/22/2014	TWD	TW	TWD	639977537	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	7T	1	0	04/22/2014	04/22/2014	ZAR	ZA	ZAR	735558949	0	 	 	 	 	Lifestyle
APPLE	US	MAG0369	PBL MEDIA PTY LTD.	NW Magazine	1.3.5	1F	1	0	04/22/2014	04/22/2014	CAD	CA	CAD	574650057	0	 	 	 	 	Entertainment
APPLE	US	au.com.bauermedia.hng.subs.sixmth	 	House and Garden Subscriptions_500_180	 	IAY	1	0	04/22/2014	04/22/2014	AUD	AU	AUD	743047889	0	 	SKU_Bauer_HNG	New	6 Months	Lifestyle
APPLE	US	REDDOSMARTER01	PBL MEDIA PTY LTD.	Smarter Business Ideas	1.3.25	1T	2	0	04/22/2014	04/22/2014	INR	IN	INR	567645200	0	 	 	 	 	Business
APPLE	US	MAG0004	PBL MEDIA PTY LTD.	4x4 Magazine Australia	1.3.5	1F	30	0	04/22/2014	04/22/2014	AUD	AU	AUD	639975024	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.mby.months.2.1	 	Mother & Baby Magazine Australia Subscription_300_60	 	IAY	2	0	04/22/2014	04/22/2014	AUD	AU	AUD	642294339	0	 	MAG0354	New	2 Months	Lifestyle
APPLE	US	SKU_Bauer_TopGear	PBL MEDIA PTY LTD.	TopGear Australia Magazine	1.0.9	7T	1	0	04/22/2014	04/22/2014	EUR	IT	EUR	725842093	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_TopGear	PBL MEDIA PTY LTD.	TopGear Australia Magazine	1.0.9	7T	1	0	04/22/2014	04/22/2014	SAR	SA	SAR	725842093	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_TopGear	PBL MEDIA PTY LTD.	TopGear Australia Magazine	1.0.9	7T	1	0	04/22/2014	04/22/2014	CHF	CH	CHF	725842093	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.zoo.1321.1	 	ZOO Weekly 1321	 	IA1	1	2.41	04/22/2014	04/22/2014	AUD	AU	AUD	622441712	3.79	 	MAG0553	 	 	Entertainment
APPLE	US	MAG0204.1	PBL MEDIA PTY LTD.	Empire Australasia	1.3.8	1F	1	0	04/22/2014	04/22/2014	SEK	SE	SEK	823231884	0	 	 	 	 	Entertainment
APPLE	US	MAG0204.1	PBL MEDIA PTY LTD.	Empire Australasia	1.3.8	1F	1	0	04/22/2014	04/22/2014	TRY	TR	TRY	823231884	0	 	 	 	 	Entertainment
APPLE	US	MAG0132	PBL MEDIA PTY LTD.	Cleo Magazine Australia	1.3.8	1F	1	0	04/22/2014	04/22/2014	EUR	FR	EUR	813461450	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	7T	1	0	04/22/2014	04/22/2014	USD	BR	USD	694551705	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.mon.1404.1	 	Money 1404	 	IA1	2	3.81	04/22/2014	04/22/2014	AUD	AU	AUD	738220801	5.99	 	MAG0352	 	 	Finance
APPLE	US	MAG0369	PBL MEDIA PTY LTD.	NW Magazine	1.3.5	1F	1	0	04/22/2014	04/22/2014	USD	KW	USD	574650057	0	 	 	 	 	Entertainment
APPLE	US	BeautyBites_001	PBL MEDIA PTY LTD.	Beauty Bites	1.2.2	1	1	0	04/22/2014	04/22/2014	GBP	GB	GBP	684585688	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.okm.1416.1	 	OK! 1416	 	IA1	4	1.9	04/22/2014	04/22/2014	AUD	AU	AUD	644069967	2.99	 	MAG0372.2	 	 	Entertainment
APPLE	US	com.magshop.ns.cos.1404.1	 	Cosmopolitan 1404	 	IA1	2	3.81	04/22/2014	04/22/2014	AUD	AU	AUD	643555159	5.99	 	MAG0958	 	 	Lifestyle
APPLE	US	com.magshop.ns.new.1417.1	 	NW 1417	 	IA1	1	12.6	04/22/2014	04/22/2014	HKD	HK	HKD	738227016	18	 	MAG0369	 	 	Entertainment
APPLE	US	au.com.acpmagazines.awwrecipes.slowcooker	 	Slow Cooker	 	IA1	4	3.18	04/22/2014	04/22/2014	AUD	AU	AUD	394336008	4.99	 	ACP_AWW_Recipes	 	 	Food & Drink
APPLE	US	com.magshop.ns.clo.months.6.1	 	Cleo Magazine Australia Subscription_500_180	 	IAY	1	0	04/22/2014	04/22/2014	AUD	AU	AUD	821343041	0	 	MAG0132	New	6 Months	Lifestyle
APPLE	US	ACP003	PBL MEDIA PTY LTD.	The Australian Women's Weekly	1.10.0	7T	9	0	04/22/2014	04/22/2014	NZD	NZ	NZD	384025506	0	 	 	 	 	Entertainment
APPLE	US	ACP003	PBL MEDIA PTY LTD.	The Australian Women's Weekly	1.10.0	1T	19	0	04/22/2014	04/22/2014	NZD	NZ	NZD	384025506	0	 	 	 	 	Entertainment
APPLE	US	au.com.bauermedia.hng.subs.sixmth	 	House and Garden Subscriptions_500_180	 	IAY	1	0	04/22/2014	04/22/2014	SGD	SG	SGD	743047889	0	 	SKU_Bauer_HNG	New	6 Months	Lifestyle
APPLE	US	com.magshop.ns.zoo.1329.1	 	ZOO Weekly 1329	 	IA1	1	1.58	04/22/2014	04/22/2014	AUD	AU	AUD	630974400	2.49	 	MAG0553	 	 	Entertainment
APPLE	US	com.magshop.hmg.1404.1	 	Real Living 2014-04	 	IA1	1	4.54	04/22/2014	04/22/2014	NZD	NZ	NZD	765236874	6.49	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.stm.1405.1	 	Street Machine 2014-05	 	IA1	3	5.72	04/22/2014	04/22/2014	AUD	AU	AUD	799046982	8.99	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.shp.months.1.1	 	Shop Til You Drop Subscription_200_30	 	IAY	2	0	04/22/2014	04/22/2014	AUD	AU	AUD	575093867	0	 	MAG0430	New	1 Month	Lifestyle
APPLE	US	ACP016	PBL MEDIA PTY LTD.	QANTAS Magazine	1.3.0	7T	16	0	04/22/2014	04/22/2014	AUD	AU	AUD	501279725	0	 	 	 	 	Travel
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.1.0	7T	1	0	04/22/2014	04/22/2014	AUD	AU	AUD	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	au.com.acpmagazines.aww.subscriptions.1month	 	AWW Paid Subscription_200_30	 	IAY	2	1.21	04/22/2014	04/22/2014	GBP	GB	GBP	471819015	1.99	 	ACP003	Renewal	1 Month	Entertainment
APPLE	US	MAG0067	PBL MEDIA PTY LTD.	Australian Motorcycle News	1.3.5	1F	1	0	04/22/2014	04/22/2014	TRY	TR	TRY	598117425	0	 	 	 	 	Sports
APPLE	US	MAG2414	PBL MEDIA PTY LTD.	Yours Magazine Australia	1.3.8	1F	1	0	04/22/2014	04/22/2014	CNY	CN	CNY	813441022	0	 	 	 	 	Lifestyle
APPLE	US	MAG0369	PBL MEDIA PTY LTD.	NW Magazine	1.3.5	1F	46	0	04/22/2014	04/22/2014	AUD	AU	AUD	574650057	0	 	 	 	 	Entertainment
APPLE	US	ACP003	PBL MEDIA PTY LTD.	The Australian Women's Weekly	1.10.0	1T	1	0	04/22/2014	04/22/2014	ZAR	ZA	ZAR	384025506	0	 	 	 	 	Entertainment
APPLE	US	MAG0410.1	PBL MEDIA PTY LTD.	Real Living Australia	1.3.8	1F	1	0	04/22/2014	04/22/2014	CHF	CH	CHF	823384894	0	 	 	 	 	Lifestyle
APPLE	US	MAG0410.1	PBL MEDIA PTY LTD.	Real Living Australia	1.3.8	1F	1	0	04/22/2014	04/22/2014	NOK	NO	NOK	823384894	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.12	7T	1	0	04/22/2014	04/22/2014	INR	IN	INR	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.12	7T	2	0	04/22/2014	04/22/2014	CNY	CN	CNY	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.12	1T	1	0	04/22/2014	04/22/2014	EUR	AT	EUR	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.12	7T	1	0	04/22/2014	04/22/2014	RUB	RU	RUB	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	GTRG2014	PBL MEDIA PTY LTD.	GT 2014 Restaurant Guide	1.2.5	1	1	0	04/22/2014	04/22/2014	GBP	GB	GBP	705700418	0	 	 	 	 	Food & Drink
APPLE	US	MAG0421	PBL MEDIA PTY LTD.	Rugby League Week	1.3.7	1F	1	0	04/22/2014	04/22/2014	EUR	IE	EUR	505309539	0	 	 	 	 	Sports
APPLE	US	au.com.bauermedia.wwmag.subscriptions.1mth	 	Weight Watchers Subscriptions_200_30	 	IAY	4	2.54	04/22/2014	04/22/2014	AUD	AU	AUD	646627178	3.99	 	SKU_Bauer_WeightWatchers	Renewal	1 Month	Health & Fitness
APPLE	US	com.magshop.ns.shp.1406.1	 	Shop Til you Drop 1406	 	IA1	1	1.9	04/22/2014	04/22/2014	AUD	AU	AUD	756288902	2.99	 	MAG0430	 	 	Lifestyle
APPLE	US	MAG0204.1	PBL MEDIA PTY LTD.	Empire Australasia	1.3.8	1F	3	0	04/22/2014	04/22/2014	AUD	AU	AUD	823231884	0	 	 	 	 	Entertainment
APPLE	US	MAG0067	PBL MEDIA PTY LTD.	Australian Motorcycle News	1.3.5	1F	1	0	04/22/2014	04/22/2014	USD	CO	USD	598117425	0	 	 	 	 	Sports
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	1F	14	0	04/22/2014	04/22/2014	USD	US	USD	639967384	0	 	 	 	 	Lifestyle
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	1F	1	0	04/22/2014	04/22/2014	SGD	SG	SGD	574676839	0	 	 	 	 	Food & Drink
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	1F	2	0	04/22/2014	04/22/2014	USD	PH	USD	574676839	0	 	 	 	 	Food & Drink
APPLE	US	MAG0430	PBL MEDIA PTY LTD.	Shop Til You Drop	1.3.5	1F	2	0	04/22/2014	04/22/2014	USD	US	USD	574686823	0	 	 	 	 	Lifestyle
APPLE	US	com.mogeneration.acp.wheels.subscriptions.free	 	Free sub	 	IAC	1	0	04/22/2014	04/22/2014	IDR	ID	IDR	534038442	0	 	ACP013	 	 	Lifestyle
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	7T	1	0	04/22/2014	04/22/2014	USD	CO	USD	661038898	0	 	 	 	 	Education
APPLE	US	com.magshop.clo.1404.1	 	Cleo 2014-04	 	IA1	3	3.81	04/22/2014	04/22/2014	AUD	AU	AUD	734199445	5.99	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.emp.1408	 	August 2014	 	IA1	1	118.3	04/22/2014	04/22/2014	RUB	RU	RUB	852173951	169	 	MAG0204.1	 	 	Entertainment
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	1	0	04/22/2014	04/22/2014	USD	PH	USD	817999055	0	 	 	 	 	Lifestyle
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	1	0	04/22/2014	04/22/2014	EUR	AT	EUR	817999055	0	 	 	 	 	Lifestyle
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	1	0	04/22/2014	04/22/2014	EUR	IT	EUR	817999055	0	 	 	 	 	Lifestyle
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	1	0	04/22/2014	04/22/2014	USD	MY	USD	817999055	0	 	 	 	 	Lifestyle
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	3	0	04/22/2014	04/22/2014	TWD	TW	TWD	817999055	0	 	 	 	 	Lifestyle
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	1	0	04/22/2014	04/22/2014	USD	VN	USD	817999055	0	 	 	 	 	Lifestyle
APPLE	US	au.com.bauermedia.wwmag.subscriptions.1yr	 	Weight Watchers Subscriptions_600_365	 	IAY	2	24.18	04/22/2014	04/22/2014	AUD	AU	AUD	646627181	37.99	 	SKU_Bauer_WeightWatchers	Renewal	1 Year	Health & Fitness
APPLE	US	com.magshop.ns.rcp.1308.1	 	Recipes+ 1308	 	IA1	1	2.41	04/22/2014	04/22/2014	AUD	AU	AUD	605226896	3.79	 	MAG1273	 	 	Food & Drink
APPLE	US	com.magshop.ns.emp.months.1.2	 	Empire Australasia Subscription_200_30	 	IAY	1	0	04/22/2014	04/22/2014	RUB	RU	RUB	823372333	0	 	MAG0204.1	New	1 Month	Entertainment
APPLE	US	au.com.acpmagazines.awwrecipes.moroccan	 	Moroccan	 	IA1	1	3.18	04/22/2014	04/22/2014	AUD	AU	AUD	415420065	4.99	 	ACP_AWW_Recipes	 	 	Food & Drink
APPLE	US	MAG0256	PBL MEDIA PTY LTD.	Gourmet Traveller WINE Magazine	1.3.5	7F	1	0	04/22/2014	04/22/2014	EUR	DE	EUR	639981929	0	 	 	 	 	Lifestyle
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	1F	10	0	04/22/2014	04/22/2014	USD	US	USD	574676839	0	 	 	 	 	Food & Drink
APPLE	US	MAG0355	PBL MEDIA PTY LTD.	MOTOR Magazine Australia	1.3.5	1F	1	0	04/22/2014	04/22/2014	INR	IN	INR	639976688	0	 	 	 	 	Lifestyle
APPLE	US	MAG0355	PBL MEDIA PTY LTD.	MOTOR Magazine Australia	1.3.5	1F	1	0	04/22/2014	04/22/2014	HKD	HK	HKD	639976688	0	 	 	 	 	Lifestyle
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	1F	1	0	04/22/2014	04/22/2014	TWD	TW	TWD	639967384	0	 	 	 	 	Lifestyle
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	1F	3	0	04/22/2014	04/22/2014	EUR	FR	EUR	639967384	0	 	 	 	 	Lifestyle
APPLE	US	MAG0256	PBL MEDIA PTY LTD.	Gourmet Traveller WINE Magazine	1.3.5	1F	1	0	04/22/2014	04/22/2014	USD	US	USD	639981929	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.gme.1204.1	 	Good Health 1204	 	IA1	1	4.13	04/22/2014	04/22/2014	AUD	AU	AUD	575093571	6.49	 	MAG0253	 	 	Health & Fitness
APPLE	US	com.magshop.ns.shp.months.12.1	 	Shop Til You Drop Subscription_600_365	 	IAY	1	0	04/22/2014	04/22/2014	AUD	AU	AUD	575094349	0	 	MAG0430	New	1 Year	Lifestyle
APPLE	US	com.magshop.ns.new.1417.1	 	NW 1417	 	IA1	129	1.9	04/22/2014	04/22/2014	AUD	AU	AUD	738227016	2.99	 	MAG0369	 	 	Entertainment
APPLE	US	MAG0536	PBL MEDIA PTY LTD.	Woman's Day	1.3.5	1F	4	0	04/22/2014	04/22/2014	USD	US	USD	547520978	0	 	 	 	 	Entertainment
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	1T	11	0	04/22/2014	04/22/2014	AUD	AU	AUD	735558949	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	7T	31	0	04/22/2014	04/22/2014	AUD	AU	AUD	735558949	0	 	 	 	 	Lifestyle
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	1T	2	0	04/22/2014	04/22/2014	HKD	HK	HKD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	4	0	04/22/2014	04/22/2014	EUR	IE	EUR	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	1	0	04/22/2014	04/22/2014	EUR	GR	EUR	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	6	0	04/22/2014	04/22/2014	CNY	CN	CNY	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	1T	1	0	04/22/2014	04/22/2014	SGD	SG	SGD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	1	0	04/22/2014	04/22/2014	TWD	TW	TWD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	MAG2068	PBL MEDIA PTY LTD.	Women's Fitness Magazine Australia	1.3.5	1F	9	0	04/22/2014	04/22/2014	NZD	NZ	NZD	639975696	0	 	 	 	 	Health & Fitness
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	7T	86	0	04/22/2014	04/22/2014	AUD	AU	AUD	694551705	0	 	 	 	 	Lifestyle
APPLE	US	MAG0355	PBL MEDIA PTY LTD.	MOTOR Magazine Australia	1.3.5	1F	30	0	04/22/2014	04/22/2014	AUD	AU	AUD	639976688	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.cos.months.1.1	 	Cosmopolitan Australia Subscription_200_30	 	IAY	3	2.79	04/22/2014	04/22/2014	NZD	NZ	NZD	642292678	3.99	 	MAG0958	Renewal	1 Month	Lifestyle
